pays,année,espérance de vie,niveau d’éducation,pib/hab,idh calculé,chômage
Fragile and conflict affected situations,2010,59.3775884246207,,2009.65900444016,,5.13393632566262
Fragile and conflict affected situations,2015,60.7756017597371,,1810.68930176888,,5.47064138133532
Fragile and conflict affected situations,2020,62.0881829918929,,1680.96884674984,,6.65180755643263
France,2000,79.0560975609756,,22340.5939516217,,10.218
France,2005,80.1634146341463,20.5400009155273,34696.3718316971,0.552,8.882
France,2010,81.6634146341463,24.4300003051758,40694.8211697025,0.595,9.279
France,2015,82.3219512195122,30.3899993896484,36702.4323733379,0.638,10.354
France,2020,82.1756097560976,33.7359504699707,39169.8606000707,0.663,8.009
French Polynesia,2000,79.0,,14978.324104668,,11.579
French Polynesia,2005,79.951,,21984.1936230719,,11.722
French Polynesia,2010,81.141,17.4799995422363,22494.806706186,0.512,12.145
French Polynesia,2015,82.339,17.4799995422363,19166.9594761931,0.511,11.789
French Polynesia,2020,82.459,17.4799995422363,20746.2720428286,0.513,12.951
Gabon,2000,61.81,,3982.906200928,,17.789
Gabon,2005,62.978,,6547.87613955186,,16.91
Gabon,2010,64.715,,8356.74662013345,,20.39
Gabon,2015,66.336,,7047.12654634355,,19.978
Gabon,2020,67.073,,6605.80346077565,,21.27
"Gambia, The",2000,56.899,,538.054072348854,,9.787
"Gambia, The",2005,59.11,,616.483657865348,,9.963
"Gambia, The",2010,61.167,,801.033372714536,,9.723
"Gambia, The",2015,62.971,7.5,619.536364296461,0.239,7.26
"Gambia, The",2020,64.418,7.49721884727478,720.335143352133,0.248,5.892
Georgia,2000,70.091,,749.908534993961,,10.82
Georgia,2005,70.689,25.8600006103516,1642.78359414797,0.44,13.81
Georgia,2010,71.732,0.0,3281.72930937343,0.0,20.203
Georgia,2015,73.241,34.6597900390625,4086.6223465965,0.542,16.506
Georgia,2020,73.509,33.1648941040039,4300.85701291207,0.537,11.73
Germany,2000,77.9268292682927,,23925.8559901991,,7.917
Germany,2005,78.9317073170732,22.0699996948242,35084.4363546269,0.562,11.193
Germany,2010,79.9878048780488,24.2700004577637,42409.9356994694,0.589,7.043
Germany,2015,80.6414634146341,25.4300003051758,41911.0109851054,0.6,4.612
Germany,2020,81.0414634146342,28.8999996185303,47379.765194548,0.632,3.881
Ghana,2000,58.139,,253.746936203344,,10.456
Ghana,2005,59.638,,478.611909191028,,5.816
Ghana,2010,61.297,3.13000011444092,1263.89251760539,0.197,5.384
Ghana,2015,63.175,8.75286960601807,1721.69964380717,0.292,6.806
Ghana,2020,64.309,8.483461380004885,2196.54789313621,0.3,3.313
Gibraltar,2000,80.145,,,,
Gibraltar,2005,80.991,,,,
Gibraltar,2010,82.08,,,,
Gibraltar,2015,82.668,,,,
Gibraltar,2020,83.07,,,,
Greece,2000,77.8878048780488,,11638.2010697215,,11.345
Greece,2005,79.2390243902439,,22054.1315756886,,10.074
Greece,2010,80.3878048780488,20.0300006866455,26653.0488008626,0.539,12.719
Greece,2015,81.0365853658537,23.7099990844727,17980.7298238137,0.559,24.981
Greece,2020,81.2878048780488,26.8099994659424,17886.733165236,0.583,15.899
Greenland,2000,66.0990243902439,,19004.0038435698,,
Greenland,2005,68.2351219512195,,32489.7277309899,,
Greenland,2010,70.0807317073171,,43988.5280290494,,
Greenland,2015,71.4790243902439,,44536.3549705377,,
Greenland,2020,71.8507317073171,,54693.0766804265,,
Grenada,2000,72.955,,4839.82811114248,,
Grenada,2005,73.7,,6338.56011405358,,
Grenada,2010,74.731,,6909.60169568597,,
Grenada,2015,75.037,,8694.12438005692,,
Grenada,2020,75.019,16.3367195129395,8968.55890108484,0.455,
Guam,2000,74.894,,,,15.32
Guam,2005,76.427,,25631.9776108052,,7.0
Guam,2010,76.095,,29719.7967836082,,8.2
Guam,2015,76.444,,35165.7014644795,,6.9
Guam,2020,75.529,,36482.9363953675,,6.248
Guatemala,2000,67.102,,1648.96578971559,,2.606
Guatemala,2005,68.167,3.61999988555908,2046.46611650758,0.23,3.059
Guatemala,2010,69.885,3.42434024810791,2805.25960237322,0.237,3.497
Guatemala,2015,70.915,4.121468257904054,3893.50521848131,0.261,2.506
Guatemala,2020,69.971,4.171438255310059,4477.61761796418,0.264,2.955
Guinea,2000,52.42,,518.157066924026,,4.599
Guinea,2005,54.422,,463.17768685098,,4.875
Guinea,2010,56.431,,659.235326211315,,5.097
Guinea,2015,57.899,,747.356966759448,,5.224
Guinea,2020,59.35,27.5056381225586,1053.66097696415,0.39,6.018
Guinea-Bissau,2000,50.565,,316.945495037639,,3.557
Guinea-Bissau,2005,52.949,,463.073962650452,,3.174
Guinea-Bissau,2010,56.999,,600.194298540768,,3.137
Guinea-Bissau,2015,60.071,,645.066837207039,,3.157
Guinea-Bissau,2020,61.343,4.34809851646423,817.780335749159,0.206,2.89
Guyana,2000,64.075,,931.796651718955,,11.93
Guyana,2005,64.392,0.200000002980232,1084.06541388904,0.079,11.08
Guyana,2010,66.204,0.200000002980232,4581.76179693492,0.094,11.636
Guyana,2015,67.719,0.200000002980232,5640.41560569466,0.096,13.004
Guyana,2020,67.751,4.000244364142417,6775.70939096303,0.265,15.334
Haiti,2000,58.175,,820.600046761464,,8.454
Haiti,2005,60.318,,775.845704056916,,14.587
Haiti,2010,45.577,,1209.72733503094,,15.252
Haiti,2015,63.224,9.34901332855225,1411.12684746796,0.292,13.724
Haiti,2020,63.773,9.34901332855225,1290.32538667383,0.29,15.546
Heavily indebted poor countries (HIPC),2000,53.0026707565576,,376.321478266707,,5.15456136215711
Heavily indebted poor countries (HIPC),2005,55.7773809734173,,512.742651464538,,4.69477294260221
Heavily indebted poor countries (HIPC),2010,58.7324571528893,,799.185039524398,,4.78976425103905
Heavily indebted poor countries (HIPC),2015,61.561793936137,,909.494352340789,,4.42867097391046
Heavily indebted poor countries (HIPC),2020,63.0726319690016,,959.181737577661,,5.08466986799381
High income,2000,76.0378022333139,,22409.9007588105,,7.03270805906465
High income,2005,77.1032994353961,,30103.6580732481,,6.78019114019388
High income,2010,78.5916787918867,,35835.9314284341,,8.17861292247106
High income,2015,79.5222473608506,,36650.4490056998,,6.54313754898565
High income,2020,79.2001486815502,,40262.8698752887,,6.42528049057761
Honduras,2000,68.302,,1092.56400746252,,3.881
Honduras,2005,69.198,,1304.70039153826,,4.909
Honduras,2010,69.77,4.64171838760376,1893.32722662035,0.251,4.119
Honduras,2015,71.323,9.67000007629395,2271.20265980349,0.33,6.147
Honduras,2020,70.864,9.23688554763793,2307.61494319511,0.325,10.982
"Hong Kong SAR, China",2000,80.8731707317073,,25756.7728723704,,4.92
"Hong Kong SAR, China",2005,81.6090243902439,,26649.637724155,,5.58
"Hong Kong SAR, China",2010,82.9575609756098,17.2099990844727,32550.136489179,0.526,4.329
"Hong Kong SAR, China",2015,84.2526829268293,21.7299995422363,42432.1619740441,0.581,3.314
"Hong Kong SAR, China",2020,85.4963414634146,23.8153190612793,46109.2299946609,0.606,5.808
Hungary,2000,71.2463414634146,,4624.28165670295,,6.563
Hungary,2005,72.6487804878049,14.6899995803833,11223.3993032598,0.439,7.189
Hungary,2010,74.2073170731707,18.9899997711182,13217.5045951108,0.489,11.172
Hungary,2015,75.5682926829269,21.6700000762939,12717.038597002,0.514,6.813
Hungary,2020,75.419512195122,25.0,16131.9540355923,0.547,4.25
IBRD only,2000,68.2869649318369,,1474.43353846311,,6.55733674014356
IBRD only,2005,69.8265165341661,,2291.4754476584,,6.75346798322029
IBRD only,2010,71.5021795019761,,4533.45250289637,,6.39002749580693
IBRD only,2015,73.0330827642563,,5525.00490743408,,6.31504463155657
IBRD only,2020,73.2956686942805,,6171.87965743072,,6.97165272530513
IDA & IBRD total,2000,65.6560955297715,,1249.12417056884,,6.15636406177533
IDA & IBRD total,2005,67.2247322339639,,1912.04792898155,,6.24361042096154
IDA & IBRD total,2010,68.9258375211719,,3693.18554879603,,5.90445607325617
IDA & IBRD total,2015,70.3720275867267,,4458.11083061724,,5.90593917178313
IDA & IBRD total,2020,70.7496272014679,,4884.2624249805,,6.64349161891375
IDA blend,2000,55.7970425108347,,605.027325147959,,3.83122287611329
IDA blend,2005,57.2135360489995,,946.794253935796,,3.12690084888815
IDA blend,2010,59.2259583536292,,1534.54240273236,,2.99311166965188
IDA blend,2015,60.3882852747267,,1953.90145153229,,4.0689432554606
IDA blend,2020,60.850816739658,,1713.86457937643,,6.00035968627457
IDA only,2000,56.7146385624105,,385.174065928169,,4.7402535311592
IDA only,2005,59.3680000012746,,518.933138909895,,4.68190923164703
IDA only,2010,61.8849398208478,,884.929161218141,,4.61400162021072
IDA only,2015,63.7489908333898,,1036.87089667356,,4.64401561911986
IDA only,2020,65.2834587967517,,1197.82655626131,,5.35492848170194
IDA total,2000,56.4098803099768,,457.644524502419,,4.43736752604206
IDA total,2005,58.6482754663943,,661.786366802496,,4.16028760037332
IDA total,2010,60.9876114032048,,1104.15461625587,,4.06419605108702
IDA total,2015,62.6135498458331,,1346.69693190726,,4.44600881534174
IDA total,2020,63.8022749886515,,1370.26257847044,,5.57685316149891
Iceland,2000,79.6536585365854,,32096.3722613695,,1.936
Iceland,2005,81.5024390243902,28.9200000762939,56794.8501588953,0.64,2.547
Iceland,2010,81.8975609756097,30.4715995788574,43237.0729488958,0.643,7.564
Iceland,2015,82.4682926829268,36.2653427124023,52951.6815110898,0.691,3.979
Iceland,2020,83.0634146341463,38.7299995422363,59023.5663465778,0.713,5.478
India,2000,62.749,,442.750218937263,,7.624
India,2005,64.939,,710.488080408949,,7.552
India,2010,67.162,8.0265474319458,1347.51939071367,0.284,7.652
India,2015,69.326,8.94492212931315,1583.99815907985,0.305,7.631
India,2020,70.156,8.94492212931315,1907.04251637669,0.313,7.859
Indonesia,2000,66.292,,763.711124950924,,6.077
Indonesia,2005,67.531,,1238.21447629488,,7.945
Indonesia,2010,68.364,7.36926984786987,3065.68348366636,0.305,5.614
Indonesia,2015,69.52,9.25,3288.22269737572,0.334,4.514
Indonesia,2020,68.817,11.0299997329712,3853.70288778903,0.358,4.255
"Iran, Islamic Rep.",2000,70.166,,1650.01385832603,,11.696
"Iran, Islamic Rep.",2005,72.446,,3132.05081925856,,11.813
"Iran, Islamic Rep.",2010,74.39,18.5300006866455,6291.19443652344,0.459,13.679
"Iran, Islamic Rep.",2015,75.907,7.70772266387939,4952.73355532178,0.339,11.166
"Iran, Islamic Rep.",2020,74.141,21.4981384277344,2988.78122414716,0.451,9.687
Iraq,2000,64.86,,1980.18916038782,,8.058
Iraq,2005,64.899,,1762.39360423421,,8.578
Iraq,2010,68.092,,4461.75196161555,,8.267
Iraq,2015,69.977,13.0043253898621,4440.14189252367,0.386,10.842
Iraq,2020,69.651,13.0043253898621,4295.18945121228,0.384,15.778
Ireland,2000,76.5365853658537,,26334.5672050501,,4.318
Ireland,2005,78.9439024390244,,50933.0216095589,,4.237
Ireland,2010,80.7439024390244,34.1610641479492,48679.4026820361,0.668,14.534
Ireland,2015,81.4536585365854,39.0937576293945,64311.8234684057,0.712,9.908
Ireland,2020,82.4560975609756,43.654727935791,87567.1148972037,0.754,5.623
Isle of Man,2000,74.842,,21161.3963073772,,
Isle of Man,2005,77.453,,38135.8597885858,,
Isle of Man,2010,79.613,,70587.3140283741,,
Isle of Man,2015,80.267,,84753.5187422732,,
Isle of Man,2020,80.591,,79513.5330346598,,
Israel,2000,78.9536585365854,,21660.840378309,,11.102
Israel,2005,80.1512195121951,28.2099990844727,21226.7213913393,0.596,11.342
Israel,2010,81.6024390243903,43.25,31338.5568903917,0.709,8.48
Israel,2015,82.0512195121951,47.0699996948242,36123.9907881129,0.737,5.176
Israel,2020,82.6487804878049,36.5067901611328,44679.7715799755,0.687,4.169
Italy,2000,79.7780487804878,,20190.0035636084,,10.834
Italy,2005,80.7829268292683,10.0600004196167,32171.793374715,0.435,7.73
Italy,2010,82.0365853658537,12.1300001144409,36184.7118698678,0.469,8.363
Italy,2015,82.5439024390244,14.3500003814697,30387.1293187854,0.492,11.896
Italy,2020,82.1951219512195,16.5699996948242,32091.4866621366,0.517,9.164
Jamaica,2000,71.281,,3453.09252800226,,6.762
Jamaica,2005,71.493,,4184.43974867497,,6.577
Jamaica,2010,71.979,12.7672529220581,4809.977380312,0.391,7.63
Jamaica,2015,72.214,14.991207885742202,5062.89556466908,0.415,8.825
Jamaica,2020,71.452,16.959436416626,4879.44024631319,0.429,6.501
Japan,2000,81.0760975609756,,39169.3595701504,,4.748
Japan,2005,81.9551219512195,,37812.8950199948,,4.446
Japan,2010,82.8426829268293,34.4000015258789,44968.1562349739,0.675,5.102
Japan,2015,83.7939024390244,34.4000015258789,34960.6393843385,0.668,3.385
Japan,2020,84.56,34.4000015258789,40040.7655055923,0.676,2.809
Jordan,2000,71.926,,1570.61002940477,,13.7
Jordan,2005,72.977,1.4099999666214,2087.87079273635,0.174,14.8
Jordan,2010,73.797,16.1800003051758,3718.46571622945,0.418,12.5
Jordan,2015,75.06,16.1800003051758,4042.75678097555,0.425,13.075
Jordan,2020,75.583,22.6900005340576,4022.0401356135,0.477,19.213
Kazakhstan,2000,63.793,,1180.0444563226,,12.75
Kazakhstan,2005,65.356,,3577.35804001782,,8.13
Kazakhstan,2010,68.257,52.3800010681152,8793.07589980782,0.641,5.77
Kazakhstan,2015,72.024,52.3800010681152,10196.1226255982,0.664,4.93
Kazakhstan,2020,71.195,63.14500236511231,8781.50797787648,0.695,4.89
Kenya,2000,56.084,,414.626365130846,,2.889
Kenya,2005,58.51,,523.456312433863,,2.745
Kenya,2010,60.915,2.1800000667572,1091.51873101194,0.17,2.796
Kenya,2015,62.279,2.1800000667572,1489.11959777284,0.18,2.762
Kenya,2020,61.596,3.632249275843304,1927.66459027849,0.218,5.619
Kiribati,2000,64.674,,845.367556128631,,
Kiribati,2005,65.517,,1161.78372745312,,
Kiribati,2010,65.859,,1522.10110213175,,
Kiribati,2015,65.831,2.43932390213013,1639.85274301496,0.194,
Kiribati,2020,65.205,4.99810695648193,1769.43211760217,0.247,
"Korea, Dem. People's Rep.",2000,60.911,,,,3.05
"Korea, Dem. People's Rep.",2005,69.168,,,,2.972
"Korea, Dem. People's Rep.",2010,70.246,38.3470840454102,,,2.81
"Korea, Dem. People's Rep.",2015,72.825,42.8458862304688,,,2.896
"Korea, Dem. People's Rep.",2020,72.783,46.4535713195801,,,2.948
"Korea, Rep.",2000,75.909756097561,24.0499992370605,12257.0206622345,0.532,4.063
"Korea, Rep.",2005,78.1682926829268,31.5900001525879,19402.5026259549,0.608,3.482
"Korea, Rep.",2010,80.1170731707317,35.3199996948242,23079.2601257735,0.645,3.324
"Korea, Rep.",2015,82.0243902439024,40.2999992370605,28737.4391706499,0.69,3.546
"Korea, Rep.",2020,83.4268292682927,46.4535713195801,31721.2989141857,0.733,3.931
Kosovo,2000,71.321,,,,
Kosovo,2005,73.437,,,,
Kosovo,2010,74.609,,2987.54519574464,,
Kosovo,2015,76.024,,3520.62850699375,,
Kosovo,2020,74.212,,4310.88824737367,,
Kuwait,2000,76.2258780487805,,19296.3471698729,,0.8
Kuwait,2005,76.8007804878049,13.5100002288818,36122.6142741227,0.472,1.456
Kuwait,2010,77.7262195121951,13.164999961853026,39212.2726673435,0.472,1.82
Kuwait,2015,79.3765609756098,15.0200004577637,29882.2126867068,0.491,2.2
Kuwait,2020,78.7609756097561,16.97333335876463,25236.0755520534,0.504,3.557
Kyrgyz Republic,2000,68.5585365853659,14.8699998855591,279.621767006739,0.258,1.858
Kyrgyz Republic,2005,67.9560975609756,14.8699998855591,476.548239793618,0.296,2.362
Kyrgyz Republic,2010,69.3,16.245000362396247,876.954476440354,0.343,2.887
Kyrgyz Republic,2015,70.6512195121951,20.6383514404297,1105.65202996955,0.388,3.338
Kyrgyz Republic,2020,71.8,21.18601751327515,1229.51775742135,0.4,4.63
Lao PDR,2000,58.317,,318.749852236965,,2.046
Lao PDR,2005,60.688,,466.061506997741,,1.35
Lao PDR,2010,63.69,8.42597675323486,1125.91610151261,0.275,0.708
Lao PDR,2015,66.688,8.42597675323486,2121.01339097363,0.303,2.494
Lao PDR,2020,68.339,7.912129402160644,2583.77730696131,0.307,2.361
Late-demographic dividend,2000,71.2853076953741,,1670.88947753602,,5.28526433408884
Late-demographic dividend,2005,73.0072141557485,,2924.78065020395,,5.62015574834697
Late-demographic dividend,2010,74.7108155307776,,6225.20436553873,,5.23949761950138
Late-demographic dividend,2015,76.0762571079895,,8228.52190325449,,5.10020518821698
Late-demographic dividend,2020,76.6935326569972,,9734.68959265356,,5.9184077587943
Latin America & Caribbean,2000,70.8691414957334,,4472.56198128317,,9.461823301645
Latin America & Caribbean,2005,72.5638143751286,,5229.8239926535,,8.23794709018145
Latin America & Caribbean,2010,73.4092962258677,,9183.19767723313,,7.21085524188726
Latin America & Caribbean,2015,74.7426282903887,,8759.80639725635,,6.66835528355285
Latin America & Caribbean,2020,73.1889336743784,,7444.66073393848,,10.2142816414883
Latin America & Caribbean (excluding high income),2000,70.5104130155746,,4286.86453280356,,9.17880511924025
Latin America & Caribbean (excluding high income),2005,72.2862318644742,,4958.19476759044,,8.04270891726132
Latin America & Caribbean (excluding high income),2010,73.1728609891462,,8634.47712876863,,7.13926726786173
Latin America & Caribbean (excluding high income),2015,74.6061125990368,,8337.14599402852,,6.69224523331841
Latin America & Caribbean (excluding high income),2020,72.9350521073235,,6940.27896334688,,10.2741273901423
Latin America & the Caribbean (IDA & IBRD countries),2000,70.7184102333167,,4388.9268109925,,9.54724386782
Latin America & the Caribbean (IDA & IBRD countries),2005,72.4275917225936,,5103.92113996547,,8.34427692112872
Latin America & the Caribbean (IDA & IBRD countries),2010,73.2840381673624,,9115.01031671367,,7.2528256939654
Latin America & the Caribbean (IDA & IBRD countries),2015,74.6505904118153,,8617.55291183431,,6.71903446791338
Latin America & the Caribbean (IDA & IBRD countries),2020,73.0747493617473,,7240.56006051251,,10.3522494542699
Latvia,2000,70.3146341463415,,3278.17896440803,,14.211
Latvia,2005,71.3560975609756,19.8799991607666,7283.78738127622,0.467,10.033
Latvia,2010,73.4829268292683,25.25,11188.4191700977,0.529,19.482
Latvia,2015,74.4804878048781,29.7700004577637,13321.9753140616,0.569,9.873
Latvia,2020,75.1853658536585,35.8461418151855,17564.2321549354,0.619,8.098
Least developed countries: UN classification,2000,55.4008039613482,,332.760035513826,,4.69621008348711
Least developed countries: UN classification,2005,58.3085503350914,,476.414723125529,,4.7933419733345
Least developed countries: UN classification,2010,61.0408922197593,,808.168179758183,,4.76194435567874
Least developed countries: UN classification,2015,63.3049002618176,,964.449793360221,,4.83938455097352
Least developed countries: UN classification,2020,64.8323585417323,,1081.79748199294,,5.63912879862034
Lebanon,2000,73.895,,3986.83513941026,,8.603
Lebanon,2005,76.074,,4602.19804637945,,8.247
Lebanon,2010,77.529,15.3599996566772,7625.81051551165,0.446,6.775
Lebanon,2015,78.275,15.3599996566772,7714.1099998804,0.449,9.306
Lebanon,2020,76.299,26.006653785705566,5561.19166950397,0.515,13.284
Lesotho,2000,48.783,,442.779545779081,,16.227
Lesotho,2005,43.611,,861.381496414995,,16.086
Lesotho,2010,46.045,1.719999969005585,1119.47557793042,0.136,16.113
Lesotho,2015,51.83,1.719999969005585,1121.19851342518,0.145,16.254
Lesotho,2020,55.133,3.853585332632062,918.582577421982,0.191,18.399
Liberia,2000,51.852,,298.485340578945,,2.231
Liberia,2005,56.765,,287.487333441381,,2.577
Liberia,2010,59.358,3.01420068740845,492.252808033724,0.164,2.266
Liberia,2015,59.248,4.246859312057495,692.590082351257,0.196,2.557
Liberia,2020,61.267,4.838337977727255,616.787867006715,0.204,4.109
Libya,2000,70.542,,7214.10040377084,,19.201
Libya,2005,71.439,,8079.24957329001,,18.639
Libya,2010,72.196,,11600.9068649472,,19.276
Libya,2015,71.644,,7458.48917756374,,19.676
Libya,2020,72.388,,6650.33810585348,,19.613
Liechtenstein,2000,76.8268292682927,,76087.911114202,,
Liechtenstein,2005,80.6682926829268,,105295.057027611,,
Liechtenstein,2010,81.8414634146342,,141089.812849014,,
Liechtenstein,2015,82.6560975609756,,167187.15730982,,
Liechtenstein,2020,81.6585365853659,,164671.093553454,,
Lithuania,2000,72.0195121951219,,3300.63634928559,,15.931
Lithuania,2005,71.2536585365854,22.6100006103516,7857.03148786492,0.49,8.325
Lithuania,2010,73.2682926829268,28.0699996948242,11829.122609457,0.549,17.814
Lithuania,2015,74.3219512195122,29.14249992370605,14300.2553666736,0.567,9.12
Lithuania,2020,75.0292682926829,34.140515009562144,20541.824988603,0.615,8.487
Low & middle income,2000,65.476796647121,,1162.75663874146,,5.82506784093745
Low & middle income,2005,67.1394308654734,,1707.02059798912,,6.05529906477874
Low & middle income,2010,68.8149732450262,,3325.85341042473,,5.7821922404306
Low & middle income,2015,70.2593725511093,,4187.84406931518,,5.86808072014731
Low & middle income,2020,70.6674106202506,,4585.37575872202,,6.6515900324549
Low income,2000,53.5791507965534,,317.586553973794,,5.05325296384139
Low income,2005,56.6995861520721,,445.817806425398,,4.63002983441076
Low income,2010,59.8879438269241,,720.040587689248,,4.81401913021269
Low income,2015,61.4481491849994,,705.461511003203,,4.86329466984677
Low income,2020,63.3694817765636,,651.453378446489,,5.68731646365826
Lower middle income,2000,61.7560695013702,,557.8144293004,,6.1542605439857
Lower middle income,2005,63.6859980924179,,813.930174048513,,6.05766533511078
Lower middle income,2010,65.5640668530723,,1484.05182543658,,5.81020043210756
Lower middle income,2015,67.3573370061176,,1841.84526127088,,6.14822585838289
Lower middle income,2020,68.045202107109,,2057.14629082262,,6.66380926217302
Luxembourg,2000,77.8731707317073,,48659.5988753233,,2.345
Luxembourg,2005,79.4317073170732,17.51000022888185,80988.1376230858,0.545,4.488
Luxembourg,2010,80.6317073170732,33.1699981689453,110885.991378721,0.689,4.423
Luxembourg,2015,82.2926829268293,34.2799987792969,105462.012584423,0.702,6.796
Luxembourg,2020,82.1439024390244,42.3064155578613,116905.370396853,0.756,6.766
"Macao SAR, China",2000,80.1829268292683,,15731.9868750281,,6.874
"Macao SAR, China",2005,81.3414634146341,10.0900001525879,25681.2167315221,0.431,4.158
"Macao SAR, China",2010,82.2731707317073,11.335000038147,52591.8035225196,0.468,2.84
"Macao SAR, China",2015,83.2243902439024,20.5728521347046,70070.2918001631,0.583,1.81
"Macao SAR, China",2020,84.1292682926829,22.2164263725281,36976.2561071429,0.581,2.566
Madagascar,2000,57.974,,280.282905559649,,5.8
Madagascar,2005,60.664,,305.812074924388,,2.62
Madagascar,2010,62.597,,450.009391645726,,4.28
Madagascar,2015,63.362,6.07592058181763,445.320069480568,0.209,1.785
Madagascar,2020,62.706,5.3929603099823,450.771615201509,0.2,3.284
Malawi,2000,46.17,0.490000009536743,224.22415918428,0.062,5.048
Malawi,2005,52.469,0.490000009536743,414.361121984475,0.081,4.944
Malawi,2010,57.787,0.490000009536743,683.124694716799,0.094,4.798
Malawi,2015,62.324,1.5423208077748611,539.605363240686,0.137,4.954
Malawi,2020,65.216,2.01100015640259,602.507478176106,0.156,5.728
Malaysia,2000,72.732,8.32999992370605,4083.52874483605,0.336,3.0
Malaysia,2005,74.37,8.32999992370605,5555.58179951206,0.348,3.53
Malaysia,2010,75.376,8.32999992370605,8899.34505544675,0.364,3.39
Malaysia,2015,75.288,8.32999992370605,9648.6797937523,0.366,3.1
Malaysia,2020,76.057,26.4193744659424,9957.52626697613,0.541,4.54
Maldives,2000,70.892,,2213.81235053178,,1.97
Maldives,2005,74.785,,3796.51546524644,,7.328
Maldives,2010,76.756,1.74000000953674,7173.59601844692,0.214,10.881
Maldives,2015,78.607,1.577136039733885,9644.90655028145,0.214,6.604
Maldives,2020,78.713,7.022832234700512,7393.8886543933,0.345,5.434
Mali,2000,50.605,,256.199554978241,,1.414
Mali,2005,53.792,,461.457920288884,,1.379
Mali,2010,55.993,,670.369098976461,,1.405
Mali,2015,57.852,2.95000004768372,704.821646439506,0.172,1.401
Mali,2020,58.858,2.36999988555908,804.343956745857,0.165,3.528
Malta,2000,78.3487804878049,2.64000010490417,10348.4865480967,0.255,6.324
Malta,2005,79.3,10.789999961853,15831.3440511034,0.422,6.923
Malta,2010,81.3975609756098,12.2200002670288,21946.6069676515,0.455,6.847
Malta,2015,81.8975609756097,16.4400005340576,25481.8977555627,0.508,5.389
Malta,2020,82.0975609756098,25.3400001525879,31796.8213417258,0.595,4.347
Marshall Islands,2000,63.323,,2264.79114897645,,
Marshall Islands,2005,64.112,,2658.65217893885,,
Marshall Islands,2010,64.498,,3095.45768964722,,
Marshall Islands,2015,65.292,,3764.34426229508,,
Marshall Islands,2020,65.387,17.2684707641602,5661.96787336674,0.419,
Mauritania,2000,61.044,,680.911061879778,,10.033
Mauritania,2005,63.92,,998.96583416747,,9.626
Mauritania,2010,65.661,,1659.96369705455,,10.075
Mauritania,2015,66.498,3.579429626464845,1554.94897871782,0.22,10.108
Mauritania,2020,66.794,4.017991701761885,1795.76459566714,0.233,11.054
Mauritius,2000,71.6634146341463,2.64000010490417,3981.98343249582,0.227,9.138
Mauritius,2005,72.4321951219512,2.64000010490417,5354.02974260642,0.234,9.524
Mauritius,2010,72.9673170731707,5.62157392501831,8000.37643182154,0.312,7.654
Mauritius,2015,74.3531707317073,13.1679887771606,9507.87133656424,0.423,7.41
Mauritius,2020,74.1770731707317,15.8779220581055,9011.04288445023,0.448,8.626
Mexico,2000,72.562,9.02999973297119,7524.02713693678,0.363,2.646
Mexico,2005,73.627,12.1099996566772,8671.75891885163,0.407,3.558
Mexico,2010,73.718,14.4200000762939,9728.80078377082,0.435,5.303
Mexico,2015,74.431,16.2700004577637,10021.2386118827,0.456,4.311
Mexico,2020,70.449,18.7700004577637,8841.27075003163,0.462,4.44
"Micronesia, Fed. Sts.",2000,64.317,,2081.9660133519,,
"Micronesia, Fed. Sts.",2005,64.906,,2246.45370337127,,
"Micronesia, Fed. Sts.",2010,64.892,,2761.24325832248,,
"Micronesia, Fed. Sts.",2015,65.306,24.3833770751953,2911.16211045292,0.442,
"Micronesia, Fed. Sts.",2020,65.878,24.3833770751953,3353.8894298388,0.45,
Middle East & North Africa,2000,69.0202012073754,,3112.37412193799,,12.0659790449942
Middle East & North Africa,2005,70.6835798645461,,4335.68487753999,,10.925054516174
Middle East & North Africa,2010,72.2396695148759,,7103.44175223725,,9.77181876393191
Middle East & North Africa,2015,72.9644986239119,,7228.30889534971,,10.6419856021044
Middle East & North Africa,2020,72.6473205039178,,6650.85368826242,,10.6169996140398
Middle East & North Africa (IDA & IBRD countries),2000,68.3686482719396,,1649.66631723283,,13.1062226879005
Middle East & North Africa (IDA & IBRD countries),2005,69.9467032522198,,2230.53554382217,,11.7103847596699
Middle East & North Africa (IDA & IBRD countries),2010,71.4431627765566,,4056.24081091784,,10.7066815425875
Middle East & North Africa (IDA & IBRD countries),2015,71.9379599846375,,3809.84668165081,,12.2953909899345
Middle East & North Africa (IDA & IBRD countries),2020,71.602007086554,,3174.94415084122,,11.9610860736542
Middle East & North Africa (excluding high income),2000,68.3882261447424,,1647.90580225671,,13.0877495079356
Middle East & North Africa (excluding high income),2005,69.9682262699466,,2223.35002565662,,11.7714604908044
Middle East & North Africa (excluding high income),2010,71.4632782440894,,4040.01754603376,,10.7944576699063
Middle East & North Africa (excluding high income),2015,71.9672886224676,,3803.87110555447,,12.4017308339049
Middle East & North Africa (excluding high income),2020,71.6409876742629,,3175.61706654976,,12.1031227262636
Middle income,2000,66.5091645866536,,1236.42545603559,,5.88304695947759
Middle income,2005,68.1156503679834,,1825.52911737642,,6.16749725806675
Middle income,2010,69.72025184895,,3590.83653455468,,5.86419604967522
Middle income,2015,71.2153829949948,,4565.92744572991,,5.95785948844532
Middle income,2020,71.5286230831394,,5049.55823705701,,6.74459124688732
Moldova,2000,67.462,,440.538683980372,,8.539
